Country,Lat,Lon,Number of Records,Year,child_mortality,fertility,gdp,life,population,region
Armenia,40.56,44.449,1,1969,67.93,3.314,3313,69.808,2456370,Europe & Central Asia
Armenia,40.56,44.449,1,1970,70.47,3.208,3533,70.143,2518408,Europe & Central Asia
Armenia,40.56,44.449,1,1971,73.1,3.118,3589,70.411,2580894,Europe & Central Asia
Armenia,40.56,44.449,1,1972,75.83,3.032,3571,70.604,2643464,Europe & Central Asia
Armenia,40.56,44.449,1,1973,78.66,2.942,3832,70.722,2705584,Europe & Central Asia
Armenia,40.56,44.449,1,1974,81.59,2.846,3871,70.774,2766495,Europe & Central Asia
Armenia,40.56,44.449,1,1975,84.64,2.745,3810,70.782,2825650,Europe & Central Asia
Armenia,40.56,44.449,1,1976,87.8,2.646,3917,70.782,2882831,Europe & Central Asia
Armenia,40.56,44.449,1,1977,84.3,2.555,3937,70.797,2938181,Europe & Central Asia
Armenia,40.56,44.449,1,1978,81,2.479,3964,70.837,2991954,Europe & Central Asia
Armenia,40.56,44.449,1,1979,77.8,2.421,3877,70.896,3044564,Europe & Central Asia
Armenia,40.56,44.449,1,1980,74.8,2.385,3815,70.936,3096298,Europe & Central Asia
Armenia,40.56,44.449,1,1981,71.8,2.373,3783,70.909,3145885,Europe & Central Asia
Armenia,40.56,44.449,1,1982,69.1,2.381,3809,70.775,3192877,Europe & Central Asia
Armenia,40.56,44.449,1,1983,66.4,2.406,3862,70.518,3239212,Europe & Central Asia
Armenia,40.56,44.449,1,1984,63.8,2.441,3840,70.149,3287588,Europe & Central Asia
Armenia,40.56,44.449,1,1985,61.4,2.481,3805,69.697,3339147,Europe & Central Asia
Armenia,40.56,44.449,1,1986,59,2.519,3890,69.204,3396511,Europe & Central Asia
Armenia,40.56,44.449,1,1987,56.6,2.549,3872,68.731,3457054,Europe & Central Asia
Armenia,40.56,44.449,1,1988,81.6,2.566,3886,68.331,3510439,Europe & Central Asia
Armenia,40.56,44.449,1,1989,52,2.565,3889,68.037,3542720,Europe & Central Asia
Armenia,40.56,44.449,1,1990,49.7,2.538,3736,67.877,3544695,Europe & Central Asia
Armenia,40.56,44.449,1,1991,47.4,2.482,3329,67.864,3512051,Europe & Central Asia
Armenia,40.56,44.449,1,1992,45.1,2.399,1973,67.979,3449940,Europe & Central Asia
Armenia,40.56,44.449,1,1993,42.8,2.295,1842,68.199,3370373,Europe & Central Asia
Armenia,40.56,44.449,1,1994,40.6,2.176,1988,68.513,3290540,Europe & Central Asia
Armenia,40.56,44.449,1,1995,38.6,1.8,2169,68.91,3223173,Europe & Central Asia
Armenia,40.56,44.449,1,1996,36.7,1.8,2333,69.376,3172185,Europe & Central Asia
Armenia,40.56,44.449,1,1997,34.9,1.7,2438,69.891,3134836,Europe & Central Asia
Armenia,40.56,44.449,1,1998,33.2,1.5,2636,70.43,3109101,Europe & Central Asia
Armenia,40.56,44.449,1,1999,31.6,1.4,2740,70.971,3090624,Europe & Central Asia
Armenia,40.56,44.449,1,2000,30.1,1.3,2919,71.494,3076098,Europe & Central Asia
Armenia,40.56,44.449,1,2001,28.6,1.2,3214,71.981,3065810,Europe & Central Asia
Armenia,40.56,44.449,1,2002,27.2,1.2,3654,72.43,3061067,Europe & Central Asia
Armenia,40.56,44.449,1,2003,25.9,1.4,4182,72.836,3060554,Europe & Central Asia
Armenia,40.56,44.449,1,2004,24.6,1.4,4635,73.192,3062612,Europe & Central Asia
Armenia,40.56,44.449,1,2005,23.3,1.4,5297,73.491,3065954,Europe & Central Asia
Armenia,40.56,44.449,1,2006,22.2,1.3,6020,73.73,3069844,Europe & Central Asia
Armenia,40.56,44.449,1,2007,21.1,1.4,6877,73.92,3074181,Europe & Central Asia
Armenia,40.56,44.449,1,2008,20,1.4,7383,74.07,3079087,Europe & Central Asia
Armenia,40.56,44.449,1,2009,19,1.6,6358,74.191,3084979,Europe & Central Asia
Armenia,40.56,44.449,1,2010,18,1.55,6508,74.291,3092072,Europe & Central Asia
Armenia,40.56,44.449,1,2011,17.2,1.5,6812,74.381,3100236,Europe & Central Asia
Armenia,40.56,44.449,1,2012,16.3,1.739,7291,74.469,3108972,Europe & Central Asia
Armenia,40.56,44.449,1,2013,15.5,1.74,7527,74.561,3117722,Europe & Central Asia
Aruba,12.5176,-69.9818,1,1980,26.34,2.392,14273,72.294,60099,America
Aruba,12.5176,-69.9818,1,1981,25.4,2.377,15377,72.539,60570,America
Aruba,12.5176,-69.9818,1,1982,24.6,2.364,16508,72.752,61347,America
Aruba,12.5176,-69.9818,1,1983,23.96,2.353,17725,72.929,62208,America
Aruba,12.5176,-69.9818,1,1984,23.48,2.342,19124,73.071,62833,America
Aruba,12.5176,-69.9818,1,1985,23.14,2.332,20789,73.181,63030,America
Aruba,12.5176,-69.9818,1,1986,22.91,2.32,22827,73.262,62645,America
Aruba,12.5176,-69.9818,1,1987,22.76,2.307,26876,73.325,61830,America
Aruba,12.5176,-69.9818,1,1988,22.62,2.291,32328,73.378,61069,America
Aruba,12.5176,-69.9818,1,1989,22.5,2.272,36284,73.425,61026,America
Aruba,12.5176,-69.9818,1,1990,22.36,2.249,37014,73.468,62147,America
Aruba,12.5176,-69.9818,1,1991,22.23,2.221,38310,73.509,64642,America
Aruba,12.5176,-69.9818,1,1992,22.1,2.187,38238,73.544,68286,America
Aruba,12.5176,-69.9818,1,1993,22,2.149,38477,73.573,72573,America
Aruba,12.5176,-69.9818,1,1994,21.91,2.108,39318,73.598,76762,America
Aruba,12.5176,-69.9818,1,1995,21.83,2.064,38602,73.622,80323,America
Aruba,12.5176,-69.9818,1,1996,21.76,2.021,38003,73.645,83069,America
Aruba,12.5176,-69.9818,1,1997,21.68,1.979,40312,73.669,85161,America
Aruba,12.5176,-69.9818,1,1998,21.6,1.94,42565,73.697,86827,America
Aruba,12.5176,-69.9818,1,1999,21.49,1.905,42564,73.734,88442,America
Aruba,12.5176,-69.9818,1,2000,21.35,1.874,43703,73.783,90271,America
Aruba,12.5176,-69.9818,1,2001,21.15,1.848,42445,73.852,92363,America
Aruba,12.5176,-69.9818,1,2002,20.89,1.825,40288,73.94,94596,America
Aruba,12.5176,-69.9818,1,2003,20.57,1.805,39246,74.048,96875,America
Aruba,12.5176,-69.9818,1,2004,20.2,1.786,41057,74.175,99046,America
Aruba,12.5176,-69.9818,1,2005,19.8,1.769,40737,74.316,100996,America
Aruba,12.5176,-69.9818,1,2006,19.37,1.754,40209,74.467,102711,America
Aruba,12.5176,-69.9818,1,2007,18.95,1.739,40558,74.621,104225,America
Aruba,12.5176,-69.9818,1,2008,18.55,1.726,38594,74.772,105526,America
Aruba,12.5176,-69.9818,1,2009,18.18,1.713,35573,74.919,106612,America
Aruba,12.5176,-69.9818,1,2010,17.84,1.701,33288,75.059,107488,America
Aruba,12.5176,-69.9818,1,2011,17.55,1.69,36016,75.193,108141,America
Aruba,12.5176,-69.9818,1,2012,17.28,1.681,35419,75.324,108587,America
Aruba,12.5176,-69.9818,1,2013,17.03,1.673,36083,75.455,108883,America
Australia,-24.578,133.582,1,1964,22.7,3.154,16098,70.65,11122567,East Asia & Pacific
Australia,-24.578,133.582,1,1965,22.4,2.973,16601,70.98,11359763,East Asia & Pacific
Australia,-24.578,133.582,1,1966,22.1,2.885,16756,70.82,11617580,East Asia & Pacific
Australia,-24.578,133.582,1,1967,22,2.847,17570,71.1,11892163,East Asia & Pacific
Australia,-24.578,133.582,1,1968,21.9,2.886,18261,70.73,12175746,East Asia & Pacific
Australia,-24.578,133.582,1,1969,21.7,2.887,18949,71.14,12457299,East Asia & Pacific
Australia,-24.578,133.582,1,1970,21.4,2.859,19719,70.81,12728362,East Asia & Pacific
Australia,-24.578,133.582,1,1971,20.9,2.945,20176,71.41,12987847,East Asia & Pacific
Australia,-24.578,133.582,1,1972,20.2,2.743,20385,71.93,13236895,East Asia & Pacific
Australia,-24.578,133.582,1,1973,19.4,2.491,21185,72.14,13472175,East Asia & Pacific
Australia,-24.578,133.582,1,1974,18.4,2.321,21383,71.89,13690285,East Asia & Pacific
Australia,-24.578,133.582,1,1975,17.3,2.148,21708,72.84,13889696,East Asia & Pacific
Australia,-24.578,133.582,1,1976,16.2,2.06,22372,72.88,14067994,East Asia & Pacific
Australia,-24.578,133.582,1,1977,15.3,2.007,22373,73.49,14227905,East Asia & Pacific
Australia,-24.578,133.582,1,1978,14.4,1.949,22763,73.88,14379565,East Asia & Pacific
Australia,-24.578,133.582,1,1979,13.6,1.907,23697,74.44,14536839,East Asia & Pacific
Australia,-24.578,133.582,1,1980,13,1.891,23872,74.6,14709918,East Asia & Pacific
Australia,-24.578,133.582,1,1981,12.5,1.935,24308,74.96,14901610,East Asia & Pacific
Australia,-24.578,133.582,1,1982,12.2,1.929,23884,74.74,15109659,East Asia & Pacific
Australia,-24.578,133.582,1,1983,11.9,1.924,23584,75.55,15332790,East Asia & Pacific
Australia,-24.578,133.582,1,1984,11.6,1.84,24934,76.02,15567927,East Asia & Pacific
Australia,-24.578,133.582,1,1985,11.3,1.923,25875,75.45,15812088,East Asia & Pacific
Australia,-24.578,133.582,1,1986,11,1.868,26057,76.13,16066496,East Asia & Pacific
Australia,-24.578,133.582,1,1987,10.6,1.845,26969,76.32,16330369,East Asia & Pacific
Australia,-24.578,133.582,1,1988,10.2,1.831,27757,76.35,16596096,East Asia & Pacific
Australia,-24.578,133.582,1,1989,9.7,1.838,28556,76.45,16853690,East Asia & Pacific
Australia,-24.578,133.582,1,1990,9.2,1.902,28604,77.05,17096153,East Asia & Pacific
Australia,-24.578,133.582,1,1991,8.6,1.849,28122,77.54,17320633,East Asia & Pacific
Australia,-24.578,133.582,1,1992,8.1,1.888,27895,77.54,17529469,East Asia & Pacific
Australia,-24.578,133.582,1,1993,7.7,1.859,28732,78.07,17727413,East Asia & Pacific
Australia,-24.578,133.582,1,1994,7.3,1.842,29580,78.07,17921818,East Asia & Pacific
Australia,-24.578,133.582,1,1995,7,1.822,30359,78.45,18118416,East Asia & Pacific
Australia,-24.578,133.582,1,1996,6.8,1.796,31145,78.53,18319637,East Asia & Pacific
Australia,-24.578,133.582,1,1997,6.6,1.778,32013,78.79,18525153,East Asia & Pacific
Australia,-24.578,133.582,1,1998,6.5,1.762,33085,79.28,18734878,East Asia & Pacific
Australia,-24.578,133.582,1,1999,6.4,1.755,34346,79.53,18947894,East Asia & Pacific
Australia,-24.578,133.582,1,2000,6.2,1.756,35253,79.93,19164351,East Asia & Pacific
Australia,-24.578,133.582,1,2001,6.1,1.729,35452,80.27,19382188,East Asia & Pacific
Australia,-24.578,133.582,1,2002,6,1.756,36375,80.29,19604051,East Asia & Pacific
Australia,-24.578,133.582,1,2003,5.9,1.748,37035,80.69,19840120,East Asia & Pacific
Australia,-24.578,133.582,1,2004,5.9,1.763,38130,81.04,20103822,East Asia & Pacific
Australia,-24.578,133.582,1,2005,5.7,1.791,38840,81.44,20403520,East Asia & Pacific
Australia,-24.578,133.582,1,2006,5.6,1.817,39416,81.63,20744295,East Asia & Pacific
Australia,-24.578,133.582,1,2007,5.4,1.92,40643,81.67,21119988,East Asia & Pacific
Australia,-24.578,133.582,1,2008,5.2,1.956,41312,81.567,21513817,East Asia & Pacific
Australia,-24.578,133.582,1,2009,5,1.903,41170,81.937,21902300,East Asia & Pacific
Australia,-24.578,133.582,1,2010,4.8,1.886,41330,82.091,22268384,East Asia & Pacific
Australia,-24.578,133.582,1,2011,4.5,1.884,41706,82.231,22605732,East Asia & Pacific
Australia,-24.578,133.582,1,2012,4.2,1.887,42522,82.364,22918688,East Asia & Pacific
Australia,-24.578,133.582,1,2013,4,1.882,42840,82.496,23213944,East Asia & Pacific
Austria,47.65,14.705,1,1964,34.2,2.795,13915,70.16,7220812,Europe & Central Asia
Austria,47.65,14.705,1,1965,32.7,2.703,14213,69.95,7268015,Europe & Central Asia
Austria,47.65,14.705,1,1966,31.5,2.663,14898,70.26,7312775,Europe & Central Asia
Austria,47.65,14.705,1,1967,30.5,2.621,15228,70.14,7355039,Europe & Central Asia
Austria,47.65,14.705,1,1968,29.8,2.586,15814,70.29,7394601,Europe & Central Asia
Austria,47.65,14.705,1,1969,29.3,2.488,16743,70.06,7431574,Europe & Central Asia
Austria,47.65,14.705,1,1970,29,2.292,17865,70.11,7465908,Europe & Central Asia
Austria,47.65,14.705,1,1971,28.7,2.2,18698,70.31,7497731,Europe & Central Asia
Austria,47.65,14.705,1,1972,28,2.085,19747,70.63,7526469,Europe & Central Asia
Austria,47.65,14.705,1,1973,26.8,1.938,20602,71.21,7550638,Europe & Central Asia
Austria,47.65,14.705,1,1974,25.1,1.908,21381,71.2,7568347,Europe & Central Asia
Austria,47.65,14.705,1,1975,23.1,1.827,21364,71.33,7578498,Europe & Central Asia
Austria,47.65,14.705,1,1976,21.1,1.688,22385,71.82,7580564,Europe & Central Asia
Austria,47.65,14.705,1,1977,19.4,1.631,23427,72.17,7575669,Europe & Central Asia
Austria,47.65,14.705,1,1978,18.1,1.604,23364,72.25,7566450,Europe & Central Asia
Austria,47.65,14.705,1,1979,17.1,1.598,24684,72.56,7556551,Europe & Central Asia
Austria,47.65,14.705,1,1980,16.3,1.652,25259,72.7,7548798,Europe & Central Asia
Austria,47.65,14.705,1,1981,15.5,1.674,25187,73.02,7544359,Europe & Central Asia
Austria,47.65,14.705,1,1982,14.8,1.661,25637,73.18,7543194,Europe & Central Asia
Austria,47.65,14.705,1,1983,14.1,1.559,26435,73.25,7545472,Europe & Central Asia
Austria,47.65,14.705,1,1984,13.3,1.522,26522,73.79,7550960,Europe & Central Asia
Austria,47.65,14.705,1,1985,12.6,1.474,27100,74.01,7559621,Europe & Central Asia
Austria,47.65,14.705,1,1986,11.8,1.449,27707,74.49,7570906,Europe & Central Asia
Austria,47.65,14.705,1,1987,11.1,1.432,28136,74.93,7585345,Europe & Central Asia
Austria,47.65,14.705,1,1988,10.5,1.447,28951,75.41,7605095,Europe & Central Asia
Austria,47.65,14.705,1,1989,10,1.446,30067,75.5,7632984,Europe & Central Asia
Austria,47.65,14.705,1,1990,9.5,1.457,31053,75.77,7670513,Europe & Central Asia
Austria,47.65,14.705,1,1991,9,1.507,31802,75.83,7719577,Europe & Central Asia
Austria,47.65,14.705,1,1992,8.5,1.505,32113,76.04,7778255,Europe & Central Asia
Austria,47.65,14.705,1,1993,8,1.501,32017,76.27,7839625,Europe & Central Asia
Austria,47.65,14.705,1,1994,7.4,1.465,32660,76.59,7894229,Europe & Central Asia
Austria,47.65,14.705,1,1995,6.8,1.424,33480,76.83,7935624,Europe & Central Asia
Austria,47.65,14.705,1,1996,6.4,1.446,34237,77.1,7960464,Europe & Central Asia
Austria,47.65,14.705,1,1997,6,1.393,34952,77.5,7971553,Europe & Central Asia
Austria,47.65,14.705,1,1998,5.8,1.37,36157,77.87,7976117,Europe & Central Asia
Austria,47.65,14.705,1,1999,5.6,1.34,37382,78.05,7984694,Europe & Central Asia
Austria,47.65,14.705,1,2000,5.5,1.365,38548,78.33,8004712,Europe & Central Asia
Austria,47.65,14.705,1,2001,5.4,1.33,38919,78.83,8038480,Europe & Central Asia
Austria,47.65,14.705,1,2002,5.3,1.393,39370,78.96,8083059,Europe & Central Asia
Austria,47.65,14.705,1,2003,5.2,1.376,39475,78.96,8134235,Europe & Central Asia
Austria,47.65,14.705,1,2004,5,1.419,40292,79.47,8185553,Europe & Central Asia
Austria,47.65,14.705,1,2005,4.9,1.406,40875,79.64,8232196,Europe & Central Asia
Austria,47.65,14.705,1,2006,4.8,1.405,42036,80.1,8273208,Europe & Central Asia
Austria,47.65,14.705,1,2007,4.6,1.379,43418,80.3,8309783,Europe & Central Asia
Austria,47.65,14.705,1,2008,4.6,1.411,43952,80.51,8341806,Europe & Central Asia
Austria,47.65,14.705,1,2009,4.5,1.391,42171,80.392,8369639,Europe & Central Asia
Austria,47.65,14.705,1,2010,4.4,1.438,42861,80.595,8393644,Europe & Central Asia
Austria,47.65,14.705,1,2011,4.2,1.443,44029,80.785,8413429,Europe & Central Asia
Austria,47.65,14.705,1,2012,4,1.457,44216,80.965,8428915,Europe & Central Asia
Austria,47.65,14.705,1,2013,3.9,1.471,44059,81.137,8441263,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1964,93.61,5.468,5751,62.701,4440733,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1965,90.2,5.352,6012,63.117,4574500,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1966,86.86,5.21,6241,63.533,4702919,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1967,83.54,5.056,6458,63.945,4826262,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1968,80.41,4.901,6778,64.342,4944932,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1969,77.44,4.753,6819,64.712,5059921,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1970,75.11,4.612,7285,65.035,5172002,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1971,72.93,4.479,7416,65.287,5281238,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1972,71.36,4.348,7395,65.457,5387375,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1973,74.39,4.216,7952,65.545,5490572,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1974,77.55,4.084,8076,65.554,5591016,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1975,80.85,3.95,7994,65.496,5688997,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1976,84.29,3.814,8263,65.387,5784587,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1977,87.87,3.676,8351,65.254,5878259,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1978,91.6,3.539,8456,65.124,5971198,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1979,95.5,3.407,8315,65.017,6064905,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1980,120.86,3.286,8228,64.964,6160502,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1981,120.54,3.179,8205,64.996,6258490,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1982,108.2,3.092,8307,65.108,6358780,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1983,105.7,3.026,8469,65.283,6461139,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1984,103.3,2.98,8466,65.499,6565062,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1985,101.1,2.954,8435,65.695,6670151,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1986,99,2.947,8673,65.796,6775858,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1987,97.2,2.953,8679,65.757,6882160,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1988,95.8,2.964,8760,65.567,6989708,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1989,94.9,2.973,8814,65.246,7099449,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1990,94.7,2.969,8513,64.858,7211692,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1991,95,2.94,8323,64.494,7327570,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1992,95.4,2.883,6346,64.245,7445925,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1993,95.7,2.799,4806,64.171,7562075,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1994,95.5,2.688,3808,64.291,7669735,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1995,94.3,2.561,3320,64.591,7764798,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1996,92.1,2.427,3329,65.023,7845310,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1997,88.6,2.301,3488,65.511,7913692,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1998,84.2,2.193,3801,65.99,7975648,Europe & Central Asia
Azerbaijan,40.46,47.883,1,1999,79.3,2.108,4047,66.438,8039312,Europe & Central Asia
Azerbaijan,40.46,47.883,1,2000,74,2.049,4459,66.851,8110723,Europe & Central Asia
Azerbaijan,40.46,47.883,1,2001,68.8,2.014,4863,67.249,8191464,Europe & Central Asia
Azerbaijan,40.46,47.883,1,2002,63.8,1.997,5338,67.662,8280252,Europe & Central Asia
Azerbaijan,40.46,47.883,1,2003,59.3,1.989,5891,68.105,8376733,Europe & Central Asia
Azerbaijan,40.46,47.883,1,2004,55.2,1.987,6435,68.57,8479668,Europe & Central Asia
Azerbaijan,40.46,47.883,1,2005,51.7,1.988,8052,69.033,8587902,Europe & Central Asia
Azerbaijan,40.46,47.883,1,2006,48.6,1.989,10711,69.466,8701719,Europe & Central Asia
Azerbaijan,40.46,47.883,1,2007,45.8,1.989,13243,69.841,8821012,Europe & Central Asia
Azerbaijan,40.46,47.883,1,2008,43.3,1.986,14365,70.142,8943600,Europe & Central Asia
Azerbaijan,40.46,47.883,1,2009,41,1.98,15394,70.366,9066604,Europe & Central Asia
Azerbaijan,40.46,47.883,1,2010,39,1.97,15950,70.518,9187783,Europe & Central Asia
Azerbaijan,40.46,47.883,1,2011,37.3,1.956,15754,70.616,9306023,Europe & Central Asia
Azerbaijan,40.46,47.883,1,2012,35.7,1.94,15888,70.686,9421233,Europe & Central Asia
Azerbaijan,40.46,47.883,1,2013,34.2,1.924,16593,70.753,9533445,Europe & Central Asia
Bahamas,24.7032,-78.0455,1,1964,48.56,4.22,18160,64.189,133709,America
Bahamas,24.7032,-78.0455,1,1965,42.84,4.057,19156,64.498,140063,America
Bahamas,24.7032,-78.0455,1,1966,37.79,3.893,20007,64.8,146379,America
Bahamas,24.7032,-78.0455,1,1967,33.33,3.75,21048,65.095,152623,America
Bahamas,24.7032,-78.0455,1,1968,29.4,3.641,21975,65.383,158644,America
Bahamas,24.7032,-78.0455,1,1969,30,3.571,23154,65.665,164263,America
Bahamas,24.7032,-78.0455,1,1970,30.6,3.531,21210,65.943,169367,America
Bahamas,24.7032,-78.0455,1,1971,31.2,3.504,21018,66.218,173875,America
Bahamas,24.7032,-78.0455,1,1972,31.7,3.469,19856,66.49,177849,America
Bahamas,24.7032,-78.0455,1,1973,32.1,3.411,20957,66.759,181490,America
Bahamas,24.7032,-78.0455,1,1974,32.2,3.33,17127,67.027,185091,America
Bahamas,24.7032,-78.0455,1,1975,32.2,3.234,14320,67.291,188870,America
Bahamas,24.7032,-78.0455,1,1976,31.9,3.139,14767,67.55,192885,America
Bahamas,24.7032,-78.0455,1,1977,31.5,3.062,15790,67.803,197090,America
Bahamas,24.7032,-78.0455,1,1978,31,3.012,17660,68.05,201474,America
Bahamas,24.7032,-78.0455,1,1979,30.5,2.99,21812,68.29,205990,America
Bahamas,24.7032,-78.0455,1,1980,29.9,2.989,22747,68.524,210600,America
Bahamas,24.7032,-78.0455,1,1981,29.4,2.994,21634,68.755,215330,America
Bahamas,24.7032,-78.0455,1,1982,28.9,2.989,22519,68.984,220188,America
Bahamas,24.7032,-78.0455,1,1983,28.6,2.965,23560,69.212,225083,America
Bahamas,24.7032,-78.0455,1,1984,28.2,2.919,23646,69.438,229899,America
Bahamas,24.7032,-78.0455,1,1985,27.9,2.857,24154,69.663,234553,America
Bahamas,24.7032,-78.0455,1,1986,27.3,2.789,24343,69.886,238989,America
